degree,year,goal,study_hours,self_learning_hours,screen_time,sleep_hours,cgpa,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,internships_count,github_activity_score,programming_score,sql_score,communication_score,resume_score,ats_score,academic_score,academic_category,employability_score
BCA,1,Placement,1.0,2.0,3.1,6.1,7.91,83,79,1,2,2,0,12,64,69,72,44,49,63.1,Average,44.2
BCA,1,Entrepreneurship,6.4,3.2,3.3,5.8,7.84,95,99,0,4,2,0,100,75,61,72,54,51,93.1,Excellent,62.5
B.Tech,2,Higher Studies,4.6,3.9,9.9,8.3,6.91,70,99,0,5,2,0,100,97,55,75,61,62,76.9,Good,71.8
B.Tech,1,Placement,5.2,2.8,8.2,6.1,7.6,81,83,1,5,4,0,77,80,78,75,67,60,75.6,Good,68.3
B.Tech,1,Higher Studies,3.3,2.5,10.1,7.7,7.1,78,86,0,4,3,0,57,79,86,70,57,59,69.4,Average,62.1
B.Tech,4,Government Exam,3.4,3.5,5.3,6.3,6.18,72,80,3,7,3,0,94,81,60,60,66,59,51.3,At Risk,73.0
BCA,3,Entrepreneurship,5.2,1.5,6.2,5.7,7.17,88,95,2,3,4,2,51,55,71,62,74,78,59.8,Average,62.6
BCA,4,Placement,8.0,1.4,7.1,7.6,6.85,83,71,1,3,3,1,73,76,72,66,62,67,72.4,Average,63.7
BCA,4,Placement,6.0,2.2,6.0,6.4,6.69,65,79,3,6,5,2,54,67,78,61,81,73,57.9,Average,76.6
BBA,3,Placement,6.4,1.9,4.5,7.4,6.83,100,89,1,5,3,0,100,78,53,91,72,82,75.2,Good,70.1
B.Com,1,Placement,4.2,1.5,4.2,7.5,8.39,93,95,0,3,2,0,55,71,71,63,59,57,84.6,Good,55.0
BBA,3,Higher Studies,3.6,4.7,6.4,7.5,8.78,93,89,0,6,4,1,100,98,98,51,93,95,96.0,Excellent,86.5
Law,4,Entrepreneurship,3.3,5.1,3.9,6.7,6.02,90,90,1,8,6,1,97,87,66,63,64,68,72.5,Average,83.3
B.Tech,3,Placement,3.8,2.1,3.8,7.7,8.89,100,92,0,5,3,1,90,70,71,54,78,74,92.7,Excellent,71.1
B.Tech,2,Government Exam,1.4,2.6,6.8,6.1,6.1,78,80,3,3,3,0,61,70,70,88,63,60,33.5,At Risk,58.3
B.Tech,1,Higher Studies,3.4,2.3,5.8,4.5,8.08,74,92,0,3,2,0,64,70,73,66,46,44,79.7,Good,53.9
BCA,4,Placement,3.7,3.8,7.9,7.7,7.68,92,85,1,7,6,3,93,90,47,72,91,93,78.2,Good,93.6
B.Com,3,Placement,4.2,4.1,5.2,7.2,8.11,82,87,0,6,3,1,86,80,95,71,72,75,92.6,Excellent,79.4
B.Tech,4,Government Exam,4.7,0.4,4.8,6.4,6.56,92,74,1,3,3,2,37,54,66,76,64,71,60.4,Average,60.3
Law,1,Entrepreneurship,5.0,3.1,6.8,5.5,6.03,73,100,0,3,2,0,67,62,73,67,49,55,68.6,Average,52.8
B.Tech,1,Higher Studies,4.5,0.9,4.4,5.0,6.85,80,78,2,3,3,0,76,48,66,60,78,84,55.7,Average,53.2
Law,1,Placement,3.6,4.6,4.7,7.1,7.83,78,92,0,5,3,0,84,81,79,65,60,64,88.0,Good,67.2
B.Tech,3,Placement,1.6,3.0,4.8,8.6,8.89,84,100,0,5,3,1,39,91,57,50,72,76,87.1,Good,68.6
B.Tech,1,Placement,3.6,1.5,5.6,6.9,6.52,81,70,2,3,1,0,76,58,45,63,54,52,50.5,At Risk,50.4
BCA,1,Higher Studies,3.0,2.2,9.5,6.6,7.27,84,88,0,4,3,0,69,56,63,86,56,53,70.1,Average,56.7
B.Tech,4,Government Exam,5.2,2.2,3.2,7.0,7.01,81,83,0,6,4,1,52,75,72,73,63,55,84.7,Good,71.2
B.Tech,1,Placement,5.9,3.1,8.6,9.0,7.76,100,100,0,5,2,0,54,91,59,63,67,74,87.4,Good,65.8
B.Tech,4,Government Exam,5.9,3.8,7.5,7.8,6.05,85,71,0,7,4,2,88,77,54,89,83,83,80.1,Good,86.1
B.Com,2,Higher Studies,5.6,1.1,9.1,6.1,9.09,95,85,0,3,2,0,55,59,70,57,40,41,88.8,Good,48.3
BCA,4,Higher Studies,4.3,4.7,12.0,7.0,7.57,65,84,0,8,6,2,100,100,51,69,89,75,86.8,Good,94.4
B.Tech,3,Entrepreneurship,3.7,4.4,8.9,7.3,8.28,98,84,0,8,5,1,100,88,79,61,82,79,93.4,Excellent,87.6
BCA,4,Placement,3.4,1.4,7.9,5.9,7.2,100,80,0,5,6,1,93,72,60,62,77,82,72.8,Average,71.3
BBA,4,Entrepreneurship,2.2,2.6,3.4,7.8,7.41,85,100,0,6,5,0,100,73,72,69,53,54,79.8,Good,68.5
B.Tech,1,Placement,6.0,4.6,3.6,6.2,8.81,87,91,0,5,4,0,94,73,47,71,59,55,100.0,Excellent,63.6
B.Tech,1,Placement,4.2,4.0,6.7,5.5,7.65,89,79,0,5,3,0,55,85,85,62,54,53,85.2,Good,65.0
B.Tech,2,Entrepreneurship,2.6,2.1,2.6,7.1,7.45,75,81,0,4,2,0,82,82,72,54,49,59,77.0,Good,61.1
B.Tech,3,Entrepreneurship,3.3,3.5,7.2,6.9,6.67,87,84,1,6,3,0,84,80,74,86,65,64,66.9,Average,72.7
BBA,4,Higher Studies,3.2,6.0,2.0,7.0,6.9,96,85,3,8,5,1,100,100,45,66,76,77,66.8,Average,86.7
B.Tech,2,Higher Studies,4.6,2.6,8.3,6.2,6.67,77,77,3,4,3,0,71,74,53,52,60,59,48.0,At Risk,57.4
BCA,3,Government Exam,6.1,1.7,5.4,6.4,7.15,80,70,0,4,3,1,86,68,67,52,56,57,81.6,Good,63.3
BBA,1,Government Exam,4.0,2.7,6.3,8.1,8.62,92,89,0,5,3,0,88,70,48,88,58,64,90.1,Excellent,64.0
B.Tech,4,Placement,1.1,2.8,4.5,7.4,8.7,89,89,0,4,5,2,74,63,55,94,74,86,82.0,Good,71.4
BCA,4,Government Exam,4.2,1.9,2.2,6.0,6.41,69,75,0,6,4,1,86,71,76,69,75,82,77.5,Good,75.3
B.Tech,2,Placement,4.3,3.0,8.5,5.0,7.9,86,96,0,6,2,0,100,80,55,57,65,66,85.6,Good,69.4
Law,2,Placement,4.2,1.0,8.7,6.1,7.24,81,88,0,1,2,0,45,45,70,68,43,49,65.7,Average,39.5
BCA,1,Placement,3.6,1.7,5.3,7.2,8.69,100,90,0,2,1,0,39,47,52,61,43,40,82.3,Good,39.7
B.Com,3,Higher Studies,4.8,3.4,7.3,6.4,7.75,97,83,0,7,5,1,97,86,74,71,88,88,89.9,Good,85.4
BCA,2,Entrepreneurship,4.6,0.4,5.2,6.3,7.58,99,99,0,1,2,1,21,41,48,69,53,50,72.0,Average,40.3
B.Tech,1,Higher Studies,4.5,3.6,6.6,6.4,6.9,90,73,0,4,0,0,80,78,73,64,46,44,77.2,Good,60.6
BCA,2,Entrepreneurship,5.1,0.1,7.5,6.9,6.29,83,76,0,1,1,0,35,42,97,63,40,44,60.3,Average,39.3
Law,2,Placement,3.9,0.4,7.1,7.8,8.16,83,84,0,2,2,1,48,58,56,62,65,72,74.6,Average,52.2
BCA,2,Government Exam,3.8,1.9,8.7,7.0,7.78,99,88,0,5,3,0,74,74,55,76,49,43,78.7,Good,61.7
B.Com,3,Government Exam,6.6,2.8,7.0,7.1,8.23,93,93,0,7,4,0,100,82,82,62,69,68,98.2,Excellent,76.5
B.Com,1,Higher Studies,5.3,4.1,6.1,6.8,7.16,75,72,1,5,3,0,57,80,65,89,50,47,77.4,Good,63.9
B.Tech,3,Higher Studies,5.7,2.6,4.5,6.5,7.63,80,80,0,4,3,1,79,69,47,90,65,68,86.9,Good,65.9
B.Tech,3,Higher Studies,6.3,2.2,5.0,7.9,8.56,82,92,0,4,4,2,82,70,70,60,74,80,94.9,Excellent,72.0
BCA,2,Entrepreneurship,5.3,3.2,7.6,7.7,8.58,76,83,1,3,2,0,51,70,68,60,58,69,81.3,Good,53.4
B.Tech,1,Government Exam,5.9,1.5,3.0,9.0,6.72,86,78,0,2,0,0,22,52,55,64,47,53,75.4,Good,40.4
B.Com,3,Placement,2.1,2.7,8.2,7.6,6.65,73,82,1,6,3,2,97,78,54,57,79,85,60.7,Average,80.6
Law,4,Government Exam,4.8,1.1,5.4,6.5,6.37,75,72,0,3,4,0,73,60,78,75,43,40,68.1,Average,53.3
B.Tech,1,Placement,4.2,2.6,4.4,6.1,7.72,88,88,0,3,2,0,82,41,50,79,49,46,81.2,Good,48.1
B.Tech,2,Placement,7.0,2.3,3.8,8.0,8.75,92,94,0,3,4,0,65,68,44,80,52,52,97.9,Excellent,53.1
BBA,1,Entrepreneurship,5.9,1.5,7.3,6.2,7.53,81,85,0,4,2,0,58,58,53,62,56,69,81.7,Good,52.5
B.Tech,3,Placement,3.6,2.7,6.0,7.8,6.84,96,93,1,6,3,0,100,78,77,62,62,63,68.8,Average,71.1
B.Com,1,Government Exam,5.1,2.7,9.2,6.2,7.36,74,90,2,4,2,0,75,65,61,41,47,54,62.2,Average,53.2
B.Tech,2,Placement,4.8,3.9,3.5,7.3,9.69,86,93,0,6,3,0,96,91,56,57,53,51,100.0,Excellent,70.0
BBA,3,Placement,5.2,0.6,4.8,5.9,8.75,97,87,1,4,2,0,54,70,63,53,68,67,81.8,Good,57.1
B.Tech,3,Placement,3.0,2.4,5.8,7.8,8.0,85,100,0,6,4,0,100,78,72,51,68,68,83.9,Good,70.4
BCA,2,Placement,5.0,1.6,4.5,5.8,7.94,84,81,0,3,3,0,63,60,88,59,70,68,83.4,Good,55.8
BCA,2,Government Exam,4.2,3.5,6.0,7.3,7.51,78,82,0,5,3,0,100,78,70,61,63,66,83.6,Good,67.4
BCA,3,Placement,4.9,3.4,6.6,6.8,6.82,86,79,2,5,4,0,81,78,94,64,65,58,63.5,Average,68.5
B.Tech,1,Placement,3.4,3.1,7.0,7.1,6.46,84,84,0,5,3,0,100,85,75,81,52,43,71.1,Average,70.0
BBA,1,Placement,3.6,1.7,9.0,6.6,6.93,85,100,3,3,1,0,76,85,60,78,63,62,42.6,At Risk,61.6
B.Com,4,Placement,6.3,3.6,3.4,6.6,6.98,80,84,0,5,5,1,80,77,78,51,53,55,88.4,Good,68.5
B.Tech,1,Government Exam,2.9,0.7,6.7,7.2,6.79,77,79,3,1,3,0,50,52,74,70,49,45,35.8,At Risk,43.0
B.Tech,3,Placement,3.0,0.4,4.7,6.0,7.26,85,85,0,3,2,0,44,49,82,55,52,64,69.3,Average,47.6
B.Tech,4,Higher Studies,4.4,1.0,6.9,6.0,7.54,95,74,0,6,6,1,89,67,76,66,83,83,80.7,Good,75.7
BCA,2,Entrepreneurship,3.3,2.5,6.9,6.6,6.84,96,80,3,3,3,0,47,56,66,80,50,51,44.8,At Risk,50.4
BCA,2,Higher Studies,3.2,3.3,4.0,6.6,7.82,97,99,1,5,4,0,77,88,57,59,60,55,76.7,Good,65.7
BCA,3,Government Exam,4.7,0.0,4.2,6.0,7.43,91,90,2,2,3,1,13,55,67,53,40,43,57.2,Average,44.4
B.Tech,4,Placement,2.2,4.1,7.0,7.9,7.43,95,94,0,6,5,1,100,83,42,65,56,61,79.3,Good,73.2
B.Tech,4,Placement,3.0,2.7,6.0,6.7,6.68,73,89,3,8,6,2,100,92,62,80,90,91,53.7,At Risk,95.1
BCA,3,Entrepreneurship,7.6,0.6,5.6,6.8,8.66,87,83,0,2,2,1,55,58,47,89,65,66,91.7,Excellent,54.6
BCA,1,Government Exam,5.2,2.6,7.3,5.7,7.2,90,99,1,4,2,0,71,80,71,57,58,59,71.1,Average,60.9
Law,3,Higher Studies,3.4,3.8,7.5,9.0,8.85,93,76,0,5,4,0,75,83,77,66,58,54,91.1,Excellent,66.7
B.Tech,2,Higher Studies,5.1,3.2,4.9,9.0,7.47,90,87,1,4,3,0,48,73,69,68,58,65,76.6,Good,57.9
BBA,2,Placement,5.4,3.8,4.3,6.2,7.62,95,68,0,6,2,0,78,95,62,47,65,64,92.3,Excellent,70.7
B.Tech,1,Placement,6.0,0.9,3.5,8.2,8.33,98,74,0,2,2,0,40,44,60,47,53,61,86.9,Good,40.0
B.Tech,1,Government Exam,4.3,2.0,6.1,6.9,8.28,82,95,0,3,1,0,48,47,83,68,44,40,83.1,Good,47.6
BBA,3,Higher Studies,6.0,1.4,3.2,8.6,8.62,93,83,0,5,3,1,65,80,79,60,70,74,96.5,Excellent,71.2
BBA,2,Placement,1.4,4.6,6.2,7.3,8.71,86,99,0,6,4,0,81,84,49,48,55,56,89.0,Good,65.4
Law,2,Entrepreneurship,2.9,3.3,8.4,7.1,7.93,83,69,0,6,3,0,98,93,68,73,72,73,82.3,Good,76.5
B.Tech,2,Placement,4.7,5.9,5.3,4.5,7.55,74,84,0,8,4,0,100,100,69,65,63,60,97.2,Excellent,82.0
B.Tech,4,Placement,5.0,1.9,4.9,6.1,7.17,86,73,1,6,3,0,74,92,61,65,62,65,75.3,Good,70.6
BBA,3,Entrepreneurship,3.1,1.6,10.0,7.0,7.25,71,81,0,4,3,1,54,42,44,51,68,71,68.7,Average,53.0
BCA,2,Government Exam,4.9,2.3,9.0,7.2,8.97,97,100,0,4,5,0,71,75,34,44,45,54,90.1,Excellent,52.7
B.Tech,1,Higher Studies,3.6,4.2,4.5,5.8,6.19,91,94,1,4,1,0,65,72,67,57,49,52,64.0,Average,56.7
B.Tech,2,Placement,4.1,2.1,6.3,6.3,6.78,88,86,3,3,2,1,50,58,39,65,77,75,46.3,At Risk,55.8
B.Tech,4,Placement,6.0,2.6,6.7,7.6,7.61,88,72,0,6,6,0,100,83,57,56,71,69,89.6,Good,71.0
B.Com,3,Higher Studies,5.9,2.6,6.4,5.6,7.03,97,73,1,6,4,0,94,75,75,51,66,68,76.7,Good,69.1
B.Tech,2,Placement,3.0,2.5,9.6,7.1,6.98,87,84,2,3,2,0,31,71,71,60,57,64,50.3,At Risk,51.7
B.Tech,3,Government Exam,2.9,1.7,6.2,8.2,8.96,87,84,0,4,2,0,56,77,56,65,42,44,85.7,Good,55.5
B.Tech,2,Entrepreneurship,3.9,2.3,6.5,7.4,7.21,87,89,2,4,3,1,43,67,78,81,69,74,59.6,Average,64.6
B.Tech,4,Government Exam,4.5,2.3,7.4,7.3,7.94,100,100,0,7,5,2,100,87,72,66,99,100,88.1,Good,91.7
B.Tech,2,Placement,3.5,2.5,8.4,5.0,5.93,70,70,0,5,5,0,60,71,57,47,56,46,64.6,Average,57.7
BCA,1,Government Exam,6.1,3.6,7.9,6.2,6.82,73,75,1,3,1,0,29,73,87,40,66,68,70.1,Average,53.1
B.Tech,1,Placement,5.0,4.6,7.1,9.0,8.49,97,79,1,5,4,0,49,94,72,35,56,55,87.2,Good,62.8
B.Com,2,Placement,5.1,1.5,2.9,6.4,9.17,94,89,0,3,3,1,85,64,53,69,60,67,94.8,Excellent,60.0
B.Tech,4,Placement,2.6,2.0,5.0,8.3,7.49,83,85,2,5,5,2,59,72,34,52,65,73,60.8,Average,67.4
BCA,2,Placement,6.3,1.5,7.6,6.4,7.56,77,85,0,3,2,0,51,71,68,70,55,64,80.6,Good,54.3
B.Com,4,Entrepreneurship,1.0,2.7,6.5,6.7,7.5,71,92,0,7,5,2,100,82,57,79,85,84,75.9,Good,88.1
BBA,3,Placement,5.8,1.9,7.7,7.5,5.5,65,80,1,4,3,2,69,64,65,72,70,67,57.3,Average,69.3
BCA,1,Placement,5.9,2.8,9.8,7.1,7.99,100,86,0,3,3,0,65,60,61,62,45,43,83.4,Good,49.9
B.Tech,1,Entrepreneurship,3.9,3.8,3.6,7.4,6.54,82,81,2,5,3,0,79,67,32,87,61,61,61.8,Average,61.1
B.Tech,1,Placement,6.4,0.0,8.3,6.2,8.58,77,89,0,0,0,0,13,33,60,59,40,40,79.6,Good,27.6
BBA,3,Government Exam,4.4,3.1,5.3,5.9,5.59,87,76,1,5,2,0,83,77,48,54,68,64,60.8,Average,63.4
Law,1,Placement,4.6,1.9,7.9,6.1,7.02,94,77,0,2,1,0,47,59,57,69,50,50,70.0,Average,45.8
BBA,2,Placement,5.0,3.1,5.9,6.5,7.61,97,75,0,4,3,0,68,64,56,74,52,41,84.1,Good,55.9
BCA,2,Entrepreneurship,8.0,1.4,10.3,6.8,7.41,83,85,0,4,2,1,77,61,65,33,72,82,83.9,Good,61.0
BBA,3,Placement,6.5,3.9,6.3,8.0,7.54,85,81,2,6,3,1,82,70,69,78,68,67,77.5,Good,74.0
BCA,1,Higher Studies,5.6,3.6,4.7,7.1,8.55,93,93,1,4,1,0,64,91,71,45,63,61,87.5,Good,62.8
B.Tech,2,Placement,3.1,3.2,6.8,7.5,7.35,97,84,1,4,3,0,48,84,29,40,56,59,67.7,Average,53.4
BCA,2,Placement,4.7,3.5,6.6,7.1,6.77,79,82,0,4,3,0,64,68,86,60,40,44,76.6,Good,56.3
Law,2,Placement,3.3,1.6,8.3,5.9,8.24,85,95,0,3,4,1,46,62,40,52,64,54,76.7,Good,53.3
B.Tech,4,Placement,5.7,1.8,6.9,7.0,7.99,95,75,0,4,2,1,83,59,64,69,63,60,85.7,Good,63.4
BBA,1,Placement,4.7,3.4,11.0,7.1,7.87,99,100,1,5,3,0,58,86,52,69,64,71,74.9,Average,64.4
B.Tech,4,Government Exam,2.8,1.6,5.8,7.8,6.52,82,63,3,4,4,2,60,71,69,68,73,78,42.0,At Risk,70.8
BCA,3,Placement,4.6,4.2,5.8,5.9,5.5,82,88,3,8,6,2,100,86,37,79,89,83,52.5,At Risk,90.8
B.Tech,3,Placement,3.2,2.1,4.8,5.0,6.57,83,82,0,5,4,0,90,65,88,61,60,66,71.7,Average,64.4
BCA,3,Placement,4.7,3.1,6.2,7.2,6.7,81,77,3,4,2,1,48,71,59,69,87,90,51.8,At Risk,65.8
BBA,2,Entrepreneurship,3.2,5.0,6.5,7.4,6.83,77,70,0,7,4,0,100,100,72,44,72,68,81.8,Good,78.6
B.Tech,1,Entrepreneurship,4.5,1.7,6.6,6.8,6.82,74,77,2,2,1,0,45,53,52,76,40,40,53.0,At Risk,42.9
BBA,3,Government Exam,5.6,2.6,6.1,7.0,7.85,84,85,0,5,2,0,93,85,89,58,47,40,88.7,Good,67.9
BBA,2,Entrepreneurship,4.4,3.8,4.8,7.9,8.36,83,89,0,7,5,0,91,92,44,61,71,75,96.9,Excellent,74.6
Law,3,Placement,3.9,3.6,4.2,6.5,8.46,94,100,0,7,2,2,84,82,25,60,79,87,96.4,Excellent,80.7
B.Tech,2,Placement,4.8,2.1,5.2,6.7,8.37,100,89,0,3,1,0,63,60,85,63,60,58,86.4,Good,54.3
B.Tech,4,Higher Studies,5.5,1.9,8.3,7.1,6.92,86,85,2,4,2,2,47,72,47,60,74,74,59.5,Average,66.8
B.Tech,3,Higher Studies,2.8,2.2,8.7,5.8,7.38,79,87,1,6,5,2,84,85,63,39,83,85,67.3,Average,80.6
Law,1,Placement,4.9,4.2,5.8,6.8,9.04,100,88,0,5,3,0,76,89,88,79,52,51,99.6,Excellent,69.7
Law,2,Placement,6.5,2.2,4.1,6.9,6.45,84,79,3,5,2,1,89,75,58,57,72,62,57.2,Average,70.3
BCA,3,Entrepreneurship,5.4,2.6,5.8,8.6,8.92,98,89,1,5,4,1,56,78,68,60,69,74,88.8,Good,68.8
B.Com,3,Government Exam,4.6,2.0,10.2,6.7,6.69,79,86,2,5,4,2,75,91,77,62,68,74,55.1,Average,79.6
BCA,2,Placement,5.5,3.3,8.0,7.2,7.98,98,79,2,5,2,0,80,97,65,71,52,55,72.9,Average,69.0
BCA,4,Government Exam,5.2,2.7,7.1,7.9,8.05,99,83,0,6,5,2,79,81,84,59,93,100,90.2,Excellent,84.5
B.Tech,2,Placement,5.6,1.3,7.9,6.2,7.92,88,89,1,1,2,0,26,36,75,77,48,47,68.9,Average,37.3
BBA,2,Placement,1.5,1.3,9.1,8.4,9.13,100,82,0,3,4,0,69,61,51,87,48,51,77.0,Good,52.5
B.Tech,4,Placement,2.2,0.1,3.7,8.8,6.95,93,83,1,4,4,1,60,61,75,84,59,56,58.7,Average,63.4
B.Com,4,Placement,6.0,1.5,5.2,7.0,6.33,77,75,2,4,4,0,62,55,64,68,56,51,58.4,Average,53.9
BBA,3,Placement,2.2,3.5,4.9,6.5,7.56,87,89,0,7,5,1,100,89,64,58,78,71,83.1,Good,82.5
BBA,4,Government Exam,5.1,4.1,7.2,8.6,7.51,88,96,0,8,6,1,100,87,69,57,69,70,92.4,Excellent,84.2
B.Tech,1,Placement,4.0,3.3,6.3,7.8,8.0,81,82,0,5,1,0,100,81,78,60,59,59,86.2,Good,68.1
B.Tech,4,Higher Studies,3.0,3.2,7.5,7.1,8.14,94,93,1,6,4,1,67,87,50,54,55,61,77.0,Good,70.5
B.Tech,2,Placement,5.0,2.3,5.0,8.4,7.62,96,87,0,5,4,1,75,78,84,69,67,59,85.8,Good,72.9
B.Tech,1,Placement,4.8,3.4,8.7,8.3,8.01,88,83,0,5,2,0,91,86,83,62,71,72,86.6,Good,71.2
B.Tech,1,Entrepreneurship,7.7,2.8,5.9,6.7,8.18,93,87,0,3,0,0,45,70,55,64,41,50,94.3,Excellent,49.3
Law,2,Higher Studies,3.6,4.7,7.4,7.2,9.05,100,100,0,8,6,0,100,100,91,61,70,71,100.0,Excellent,84.9
BCA,2,Entrepreneurship,6.7,2.4,8.4,7.6,7.57,84,83,1,3,2,1,74,74,62,70,58,62,74.9,Average,62.2
B.Tech,2,Entrepreneurship,5.0,4.1,8.2,7.0,7.04,88,93,0,6,3,0,80,82,73,68,55,66,83.4,Good,69.2
B.Tech,1,Placement,3.5,3.5,6.7,5.6,8.22,86,86,0,2,0,0,51,63,58,60,44,51,80.7,Good,45.4
B.Tech,2,Placement,5.7,3.4,7.6,6.1,6.92,79,71,1,3,2,0,67,65,77,63,41,40,69.6,Average,52.4
BCA,3,Entrepreneurship,5.3,0.1,9.5,5.6,8.06,93,86,0,1,1,0,33,39,58,63,40,40,73.2,Average,34.3
BCA,2,Entrepreneurship,4.6,3.6,7.0,7.5,7.43,89,72,0,7,3,0,100,87,67,73,69,71,87.3,Good,77.2
Law,2,Higher Studies,4.9,2.3,4.5,5.8,7.54,92,82,1,3,1,0,40,71,25,55,55,54,73.2,Average,47.2
BCA,3,Government Exam,3.6,2.0,7.2,7.2,9.63,98,90,0,4,5,1,78,73,57,59,61,67,92.7,Excellent,64.3
Law,4,Government Exam,3.3,0.7,5.9,8.8,8.5,96,100,0,5,5,2,61,54,56,42,86,86,83.3,Good,67.6
B.Com,3,Placement,5.6,2.5,2.0,8.4,8.67,100,100,0,4,3,2,73,83,36,52,77,77,97.2,Excellent,70.9
B.Tech,2,Higher Studies,4.2,2.5,6.9,5.2,8.0,98,87,0,5,2,0,72,81,76,62,75,81,84.7,Good,67.9
Law,3,Government Exam,4.4,0.9,6.2,5.7,6.93,87,92,3,5,2,1,74,70,59,59,67,60,50.3,At Risk,67.0
B.Tech,1,Higher Studies,4.9,0.7,8.3,6.2,7.87,93,83,1,0,0,0,16,31,37,41,40,42,62.9,Average,23.6
B.Com,1,Placement,4.9,3.1,4.5,5.8,8.16,88,76,0,4,0,0,75,62,74,71,54,51,89.6,Good,58.0
B.Tech,2,Placement,2.4,3.5,3.0,5.3,7.43,85,88,1,3,2,0,79,81,81,54,68,72,68.6,Average,61.0
B.Com,4,Placement,6.4,2.7,6.3,7.0,7.95,93,89,0,5,2,1,81,83,62,45,59,58,92.0,Excellent,69.0
B.Com,1,Placement,4.7,3.9,6.8,7.7,7.24,86,76,0,5,2,0,69,89,42,69,66,69,83.0,Good,65.5
B.Com,1,Entrepreneurship,4.2,2.4,6.2,8.0,7.78,95,78,0,2,1,0,22,58,36,75,40,40,77.4,Good,40.0
BBA,1,Placement,5.1,2.4,6.0,6.5,7.2,96,91,0,3,1,0,73,75,46,35,49,40,77.9,Good,50.7
B.Tech,4,Placement,4.9,1.4,3.9,6.7,8.26,90,74,0,5,6,2,82,59,52,73,71,73,89.6,Good,71.5
B.Tech,3,Placement,5.7,0.6,5.7,7.4,5.93,63,83,0,1,1,2,28,37,90,62,52,46,62.0,Average,48.5
B.Tech,2,Higher Studies,5.3,4.7,5.3,6.9,8.92,100,88,0,7,6,0,100,100,61,61,74,81,100.0,Excellent,79.5
B.Tech,3,Higher Studies,5.6,3.9,8.1,7.8,6.56,77,85,0,7,5,1,100,83,45,51,87,90,82.7,Good,79.6
BBA,2,Placement,6.5,0.8,6.8,7.4,6.92,86,90,0,2,4,0,37,52,55,63,55,58,73.8,Average,43.2
B.Tech,3,Placement,5.8,2.7,5.4,6.6,8.14,96,80,0,5,2,0,70,61,81,63,60,58,92.5,Excellent,60.9
Law,1,Placement,4.3,2.4,9.4,5.1,8.02,100,77,0,3,0,0,36,41,73,92,40,40,78.3,Good,45.6
BCA,4,Higher Studies,2.8,2.2,5.5,8.5,9.19,100,100,0,4,3,2,51,60,65,71,73,61,88.9,Good,67.0
B.Com,2,Placement,7.0,2.0,7.1,6.3,8.22,88,87,0,3,4,0,50,60,62,64,57,58,89.6,Good,50.4
B.Tech,3,Entrepreneurship,4.1,3.0,5.7,7.4,7.49,96,87,0,6,4,0,100,74,65,79,63,57,84.6,Good,70.5
B.Com,1,Placement,3.8,3.5,9.3,5.1,7.64,89,92,0,5,2,0,72,83,67,75,70,72,80.2,Good,68.1
Law,2,Placement,1.9,3.0,6.2,7.0,8.62,100,81,0,4,3,0,71,80,62,47,54,48,82.4,Good,58.3
BCA,2,Government Exam,5.0,2.4,6.2,7.1,9.8,100,100,0,4,3,1,84,74,66,72,59,62,99.9,Excellent,66.9
BCA,2,Placement,4.7,2.3,5.7,7.1,7.44,85,89,0,4,2,0,73,59,60,66,63,64,80.6,Good,56.6
BBA,1,Higher Studies,2.2,3.6,6.4,9.0,7.72,82,97,0,5,2,0,100,83,52,56,66,60,79.3,Good,66.8
B.Tech,3,Placement,5.2,3.1,8.4,6.4,7.61,67,97,0,5,5,1,81,67,61,52,79,86,84.1,Good,68.3
BCA,1,Higher Studies,3.8,2.6,7.7,7.8,7.38,92,85,0,3,3,0,53,80,69,63,56,55,73.8,Average,56.2
B.Tech,3,Government Exam,8.0,2.5,6.1,7.5,9.79,100,100,0,5,5,1,74,75,54,64,61,57,100.0,Excellent,67.4
B.Tech,4,Entrepreneurship,3.6,2.9,9.4,6.3,6.61,89,81,1,8,6,3,100,84,71,78,75,80,68.3,Average,96.5
B.Tech,3,Placement,3.8,1.9,7.7,7.8,5.5,58,78,1,3,2,1,74,63,77,37,46,43,49.7,At Risk,55.7
B.Tech,3,Placement,3.2,3.5,5.1,6.8,7.66,78,76,0,5,3,2,58,80,70,49,71,70,82.7,Good,73.6
B.Tech,3,Placement,6.4,1.2,3.2,7.9,8.94,98,88,0,7,3,2,100,85,56,67,94,100,100.0,Excellent,89.0
B.Tech,2,Entrepreneurship,3.9,2.0,5.2,9.0,7.69,100,71,0,4,3,0,75,52,66,63,65,67,80.2,Good,55.6
Law,4,Entrepreneurship,3.4,3.2,6.8,7.2,7.86,88,85,0,7,4,1,100,82,67,66,72,75,86.8,Good,80.9
BCA,2,Placement,5.6,1.1,7.2,6.7,8.41,100,99,0,3,0,0,63,63,67,59,58,57,85.1,Good,52.8
Law,3,Placement,2.4,0.6,8.7,8.1,7.36,78,90,1,4,3,1,53,68,87,67,52,49,58.7,Average,63.0
B.Tech,3,Placement,5.4,2.6,3.8,8.4,8.22,92,88,0,6,5,0,94,100,47,45,73,72,95.4,Excellent,72.9
B.Tech,2,Placement,7.2,0.5,5.1,6.1,8.46,90,87,0,3,1,1,51,67,68,90,57,45,91.0,Excellent,60.6
