degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability
B.Tech,AI&DS,1,5.81,70,1,5,6,11,68,67,3,6,0,3,35,57,100,64,94,54,74,1,48,47,Entrepreneurship,ML Engineer,59.7,Average,76.8,73.0
BBA,Finance,3,9.34,82,8,2,7,8,75,90,2,0,5,8,81,13,37,50,29,84,85,1,88,51,Placement,Software Engineer,100.0,Excellent,51.2,48.6
B.Com,General,1,9.32,89,4,1,4,10,59,61,1,5,3,3,44,84,57,56,50,93,42,0,43,42,Higher Studies,Software Engineer,100.0,Excellent,54.8,52.1
BBA,Marketing,2,9.18,82,2,4,4,7,66,71,1,2,1,7,16,42,84,88,37,94,93,0,95,70,Government Exam,Data Analyst,100.0,Excellent,61.5,58.4
BBA,HR,4,9.13,64,1,5,7,7,83,89,0,2,5,9,77,90,96,62,60,33,59,0,100,83,Higher Studies,ML Engineer,100.0,Excellent,60.9,57.9
Law,Corporate,3,7.57,43,8,5,5,10,63,71,3,5,2,0,57,24,68,23,66,81,81,1,66,47,Placement,Software Engineer,95.8,Excellent,67.6,64.2
BCA,General,2,6.26,89,8,3,5,5,75,57,3,3,3,3,82,14,62,90,43,61,83,0,67,43,Entrepreneurship,Software Engineer,86.3,Excellent,56.6,53.8
BCA,General,2,7.55,90,6,4,4,6,99,91,1,0,4,1,81,73,58,48,99,82,86,2,63,71,Entrepreneurship,Software Engineer,100.0,Excellent,68.6,65.2
B.Com,General,1,7.63,52,6,5,8,6,83,77,1,6,2,9,22,29,46,30,59,55,47,2,100,46,Government Exam,Data Analyst,100.0,Excellent,72.7,69.1
B.Com,Hons,2,7.61,75,4,2,5,6,68,99,2,7,5,4,7,43,66,52,64,64,54,1,43,53,Entrepreneurship,ML Engineer,100.0,Excellent,68.8,65.4
BCA,General,3,7.82,81,1,0,7,9,73,96,0,3,1,1,49,8,35,72,93,43,82,1,99,73,Entrepreneurship,Data Analyst,89.0,Excellent,66.8,63.5
Law,Corporate,2,6.61,93,4,5,4,2,80,81,1,7,4,6,15,91,75,36,20,63,49,2,67,44,Higher Studies,Software Engineer,100.0,Excellent,73.7,70.0
BCA,General,4,7.07,76,8,3,6,11,89,60,3,2,2,9,88,81,43,31,46,89,40,1,91,51,Higher Studies,Software Engineer,82.2,Good,56.3,53.5
Law,Criminal,2,7.37,42,1,2,6,11,55,70,1,6,1,6,42,10,66,20,41,54,69,2,59,76,Placement,Business Analyst,77.8,Good,74.1,70.4
B.Com,General,2,6.06,55,2,4,5,4,69,75,2,6,0,8,95,65,58,75,47,83,52,0,68,66,Placement,ML Engineer,80.8,Good,66.8,63.5
B.Tech,IT,4,7.46,65,5,5,8,9,88,63,3,5,1,3,82,21,78,42,67,56,71,2,72,60,Government Exam,ML Engineer,89.6,Excellent,79.6,75.6
B.Com,General,2,8.99,79,1,2,5,10,94,64,2,6,2,4,81,86,31,26,54,50,76,1,69,96,Placement,ML Engineer,92.6,Excellent,67.8,64.4
B.Com,General,2,9.06,95,5,2,8,3,83,63,2,4,1,2,95,19,99,97,22,77,85,1,42,52,Higher Studies,Software Engineer,100.0,Excellent,72.2,68.6
BBA,Marketing,1,7.27,78,1,2,5,5,71,61,2,5,5,6,45,28,99,60,57,64,62,1,58,64,Entrepreneurship,Software Engineer,84.9,Good,72.8,69.2
BBA,HR,3,7.73,58,2,2,6,9,56,85,0,4,2,4,48,89,94,72,63,81,55,2,60,73,Government Exam,Software Engineer,95.4,Excellent,81.1,77.0
BBA,HR,1,5.64,85,8,2,8,6,82,52,3,3,2,8,14,62,75,26,24,99,98,2,79,81,Higher Studies,ML Engineer,75.5,Good,71.8,68.2
BBA,Finance,3,8.4,54,7,2,6,2,55,93,3,1,1,6,48,40,92,97,93,55,58,1,60,83,Government Exam,Business Analyst,95.6,Excellent,68.4,65.0
Law,Corporate,4,7.24,71,6,1,7,7,65,56,2,5,1,3,20,75,50,85,26,44,89,1,59,96,Higher Studies,Data Analyst,85.6,Excellent,67.0,63.6
BCA,General,4,7.42,88,5,4,7,10,57,88,0,1,5,6,74,92,56,100,61,34,66,0,94,87,Placement,Data Analyst,100.0,Excellent,56.0,53.2
B.Tech,IT,4,9.26,60,8,0,4,10,94,95,1,0,4,0,92,82,92,93,76,62,54,0,72,56,Placement,Business Analyst,100.0,Excellent,56.3,53.5
B.Com,Hons,3,7.49,40,4,4,6,2,72,50,3,4,4,1,95,97,52,72,48,54,73,2,77,60,Government Exam,Software Engineer,91.2,Excellent,75.0,71.2
Law,Corporate,3,5.59,45,1,3,6,5,67,88,1,7,3,2,5,47,68,24,100,81,63,0,48,54,Higher Studies,Software Engineer,85.2,Excellent,64.3,61.1
B.Tech,AI&DS,3,6.48,66,6,3,4,2,63,74,3,6,2,4,54,26,87,55,82,73,41,0,89,65,Placement,Business Analyst,90.7,Excellent,71.2,67.6
Law,Criminal,4,7.55,62,1,4,7,8,99,80,2,4,4,4,82,93,74,63,55,49,68,2,70,72,Placement,Business Analyst,91.4,Excellent,77.2,73.3
Law,Corporate,3,7.32,86,4,2,7,4,85,71,3,3,3,6,79,100,43,30,59,85,48,0,71,74,Placement,Data Analyst,84.8,Good,52.5,49.9
B.Com,Hons,2,9.2,70,8,1,8,3,64,59,2,6,5,8,75,30,51,83,40,95,48,2,80,65,Government Exam,Data Analyst,100.0,Excellent,82.7,78.6
BCA,General,1,7.83,51,2,0,8,9,54,67,3,5,2,9,14,91,46,40,72,37,58,1,62,51,Placement,Software Engineer,64.8,Average,59.5,56.5
BBA,Finance,4,8.47,60,3,5,7,10,95,62,2,2,5,8,10,24,58,23,35,93,95,0,62,99,Higher Studies,Business Analyst,98.8,Excellent,50.2,47.7
BCA,General,1,7.52,91,1,5,5,8,97,57,1,0,3,5,38,48,67,54,65,58,49,2,91,61,Entrepreneurship,ML Engineer,90.3,Excellent,62.6,59.5
B.Com,General,2,7.39,41,7,2,6,7,64,58,1,3,4,6,73,69,60,54,28,77,86,2,81,49,Government Exam,Software Engineer,100.0,Excellent,70.2,66.7
B.Com,General,3,7.42,44,4,4,8,11,60,64,1,1,3,7,50,63,87,54,22,48,38,2,55,48,Entrepreneurship,ML Engineer,86.2,Excellent,58.6,55.7
B.Com,General,1,7.27,48,3,5,5,7,51,57,3,5,1,3,36,55,46,58,42,38,31,0,60,75,Entrepreneurship,Data Analyst,77.8,Good,52.1,49.5
B.Tech,AI&DS,2,7.82,59,1,4,8,10,72,82,0,2,5,6,48,6,52,52,32,44,57,2,51,73,Government Exam,Business Analyst,100.0,Excellent,59.9,56.9
BCA,General,2,6.58,85,5,1,4,6,73,84,1,6,3,5,56,69,49,96,57,97,63,2,45,60,Government Exam,Data Analyst,97.9,Excellent,81.5,77.4
BCA,General,1,9.33,57,8,1,6,6,67,68,3,0,5,7,87,34,33,87,53,92,50,0,53,72,Government Exam,Data Analyst,99.2,Excellent,46.2,43.9
Law,Corporate,4,6.93,61,6,4,8,3,53,79,2,5,0,0,99,88,78,63,45,67,85,2,61,49,Government Exam,Data Analyst,97.8,Excellent,79.9,75.9
Law,Criminal,1,6.13,47,6,2,7,7,64,58,0,2,0,4,64,20,55,70,51,76,34,2,70,84,Government Exam,Software Engineer,87.2,Excellent,69.1,65.6
Law,Corporate,4,5.92,73,4,2,4,7,61,68,0,1,3,2,16,46,61,57,39,42,51,0,79,46,Placement,Data Analyst,84.4,Good,41.5,39.4
B.Com,Hons,3,5.56,48,5,2,4,7,52,96,0,3,0,8,62,59,57,61,65,75,88,0,86,98,Government Exam,ML Engineer,85.6,Excellent,62.9,59.8
BCA,General,4,7.32,46,2,5,7,5,81,95,1,3,3,8,13,16,80,64,74,65,69,1,81,67,Placement,ML Engineer,100.0,Excellent,67.6,64.2
B.Com,Hons,3,6.31,69,3,0,4,8,85,75,1,4,5,2,37,89,69,49,28,39,92,1,67,57,Higher Studies,Software Engineer,82.4,Good,60.9,57.9
B.Tech,IT,1,5.59,57,4,0,6,10,70,50,1,5,3,9,24,16,66,54,70,84,61,2,44,54,Placement,Business Analyst,69.1,Average,74.7,71.0
Law,Criminal,3,7.74,66,7,2,8,2,97,52,1,6,3,1,36,70,80,47,76,52,74,1,65,79,Entrepreneurship,Business Analyst,100.0,Excellent,75.1,71.3
B.Com,General,2,8.42,55,1,4,4,4,55,83,2,7,0,4,98,24,86,60,99,52,62,2,91,69,Government Exam,Data Analyst,97.8,Excellent,94.6,89.9
B.Com,Hons,3,5.87,60,6,1,6,11,51,74,3,3,2,3,85,33,96,64,64,97,64,2,66,64,Entrepreneurship,Data Analyst,58.2,Average,81.0,77.0
B.Tech,IT,4,7.48,44,1,3,7,10,58,79,0,4,3,6,55,25,32,67,57,73,75,1,68,100,Higher Studies,ML Engineer,92.1,Excellent,67.1,63.7
BBA,Marketing,4,8.7,94,3,1,8,6,61,50,3,3,3,7,6,5,92,74,87,34,65,0,55,89,Government Exam,Data Analyst,80.4,Good,60.2,57.2
BCA,General,4,9.74,68,5,1,7,7,93,67,0,0,1,3,10,9,41,27,31,33,91,0,95,89,Government Exam,ML Engineer,100.0,Excellent,39.0,37.0
BBA,HR,3,8.37,86,5,3,8,9,73,82,0,5,1,2,73,80,80,45,29,59,55,1,65,84,Entrepreneurship,ML Engineer,100.0,Excellent,69.0,65.6
Law,Criminal,4,6.55,76,4,2,4,10,63,58,0,6,4,8,77,77,40,48,99,81,36,2,47,69,Government Exam,Software Engineer,95.4,Excellent,78.8,74.9
B.Com,General,4,8.58,82,4,1,4,9,98,56,0,1,0,7,34,2,35,74,84,42,34,0,50,55,Placement,Business Analyst,99.3,Excellent,41.6,39.5
B.Tech,AI&DS,2,8.07,61,5,3,8,4,90,79,2,5,2,6,35,58,41,85,31,47,61,2,42,49,Higher Studies,Software Engineer,100.0,Excellent,67.0,63.6
B.Tech,IT,3,6.41,53,4,5,6,11,61,62,2,5,3,7,69,79,54,89,71,61,86,0,41,64,Entrepreneurship,Software Engineer,81.4,Good,63.1,59.9
BCA,General,2,9.16,96,5,4,6,2,76,66,0,2,3,7,51,68,55,67,70,62,91,1,40,51,Higher Studies,Data Analyst,100.0,Excellent,58.0,55.1
BBA,HR,4,7.34,58,3,4,6,6,59,62,0,1,0,9,68,47,87,99,83,87,57,1,40,79,Entrepreneurship,Data Analyst,93.8,Excellent,67.9,64.5
BCA,General,4,9.64,74,4,4,5,8,92,62,1,1,4,7,41,22,65,26,76,91,95,1,59,94,Higher Studies,Business Analyst,100.0,Excellent,61.3,58.2
B.Com,General,4,8.61,63,5,2,6,3,51,91,0,4,4,0,70,90,65,94,38,100,70,2,81,40,Placement,Data Analyst,100.0,Excellent,78.8,74.9
BCA,General,3,8.27,81,4,1,4,2,80,87,3,4,1,3,14,4,50,99,49,43,95,1,70,48,Placement,Business Analyst,92.8,Excellent,63.9,60.7
B.Tech,ECE,1,8.63,99,1,1,5,5,77,86,2,0,0,9,20,55,78,25,43,43,93,1,89,59,Placement,Business Analyst,80.9,Good,51.3,48.7
B.Tech,ECE,4,7.56,45,8,0,6,4,65,59,3,2,4,6,81,100,89,56,45,39,36,1,55,77,Placement,Business Analyst,85.3,Excellent,60.0,57.0
Law,Criminal,4,7.67,99,6,4,4,5,50,63,1,3,4,5,0,37,91,28,55,88,70,2,90,57,Entrepreneurship,Data Analyst,100.0,Excellent,72.9,69.3
Law,Corporate,4,9.16,97,1,2,5,2,71,92,2,3,2,2,67,81,48,22,75,68,74,2,87,68,Higher Studies,Software Engineer,100.0,Excellent,70.6,67.1
B.Com,Hons,4,8.43,42,2,3,4,3,50,54,1,1,1,2,10,75,40,72,99,75,73,2,42,76,Entrepreneurship,ML Engineer,91.1,Excellent,64.8,61.6
BBA,Marketing,3,9.36,73,5,2,8,2,80,85,1,7,1,3,9,84,32,27,77,47,59,0,78,98,Entrepreneurship,ML Engineer,100.0,Excellent,61.6,58.5
BCA,General,1,9.33,84,2,1,4,4,71,84,3,5,1,9,44,6,86,59,51,48,67,2,45,88,Entrepreneurship,Software Engineer,92.6,Excellent,78.3,74.4
B.Com,Hons,1,9.7,89,5,4,5,5,83,95,0,0,5,5,55,16,98,36,21,66,68,1,82,51,Entrepreneurship,ML Engineer,100.0,Excellent,53.8,51.1
Law,Criminal,1,8.51,41,8,0,6,2,61,94,2,5,4,0,18,8,82,89,92,32,48,0,76,76,Entrepreneurship,Software Engineer,100.0,Excellent,66.9,63.6
BCA,General,4,7.66,54,6,5,5,7,72,72,2,2,3,9,41,87,95,66,68,84,76,2,80,71,Entrepreneurship,Business Analyst,100.0,Excellent,78.1,74.2
Law,Criminal,4,6.22,76,4,2,6,3,77,54,0,3,5,3,93,74,41,30,65,36,67,2,75,51,Entrepreneurship,Data Analyst,100.0,Excellent,64.8,61.6
BCA,General,1,8.53,54,5,0,6,11,99,93,3,1,4,8,40,88,91,29,74,100,46,2,51,95,Placement,Software Engineer,82.2,Good,70.3,66.8
BBA,HR,1,6.75,99,8,1,7,6,61,77,1,0,4,6,19,45,74,80,31,81,98,0,49,76,Government Exam,Software Engineer,95.6,Excellent,48.0,45.6
B.Com,General,4,6.72,71,1,3,8,9,76,72,3,2,0,5,26,36,86,21,96,83,33,1,74,78,Entrepreneurship,Data Analyst,58.0,Average,63.7,60.5
BCA,General,4,6.52,60,4,2,7,5,72,91,1,5,1,4,11,6,31,48,82,67,64,1,94,51,Higher Studies,Business Analyst,93.6,Excellent,64.9,61.7
B.Tech,CSE,2,9.26,56,6,5,5,6,50,83,2,1,1,1,77,16,84,89,54,92,30,0,78,95,Placement,Data Analyst,100.0,Excellent,60.2,57.2
B.Tech,IT,2,9.23,73,1,1,7,10,92,80,0,1,2,1,97,40,48,70,93,93,87,1,41,72,Placement,Data Analyst,99.3,Excellent,63.3,60.1
BCA,General,2,8.21,71,4,4,6,3,51,56,0,6,1,5,63,63,90,92,41,35,51,2,96,95,Government Exam,Business Analyst,100.0,Excellent,88.9,84.5
BCA,General,1,7.53,89,5,2,5,3,93,56,2,5,4,8,37,82,53,85,29,81,34,0,70,98,Government Exam,ML Engineer,100.0,Excellent,61.5,58.4
BCA,General,3,8.39,86,5,0,7,7,80,53,1,0,0,8,65,56,34,87,69,73,89,1,79,82,Government Exam,Software Engineer,87.9,Excellent,59.2,56.2
B.Tech,IT,4,8.11,91,1,2,4,7,51,93,3,0,2,0,57,84,55,76,54,65,65,0,84,71,Entrepreneurship,ML Engineer,68.5,Average,48.7,46.3
B.Tech,CSE,2,7.29,62,3,1,8,4,98,81,1,0,4,6,95,44,64,60,35,66,38,2,54,72,Government Exam,ML Engineer,92.3,Excellent,60.0,57.0
BCA,General,3,7.13,74,5,1,4,10,74,77,0,0,4,6,81,72,48,83,55,93,86,1,72,63,Higher Studies,Software Engineer,92.4,Excellent,59.2,56.2
Law,Criminal,4,7.15,76,8,0,5,2,87,53,3,2,5,9,84,7,60,23,80,77,33,1,41,70,Government Exam,Business Analyst,90.5,Excellent,56.7,53.9
Law,Corporate,3,8.03,82,3,5,7,4,97,88,3,0,2,1,10,90,73,20,94,56,80,2,66,86,Government Exam,ML Engineer,93.1,Excellent,63.3,60.1
BBA,HR,1,8.28,80,4,1,6,9,68,94,1,0,5,9,29,86,48,94,36,94,68,1,89,69,Placement,Business Analyst,95.5,Excellent,57.0,54.2
B.Com,General,1,7.44,76,3,2,7,9,77,57,1,7,4,3,63,9,41,26,20,30,81,1,63,65,Entrepreneurship,ML Engineer,96.9,Excellent,63.0,59.8
Law,Criminal,1,9.67,96,1,5,5,5,55,63,1,0,4,7,82,53,64,27,31,77,100,1,66,41,Government Exam,Business Analyst,100.0,Excellent,50.4,47.9
B.Tech,IT,2,5.86,72,2,0,5,9,88,79,3,6,5,5,47,65,87,98,22,66,84,2,90,91,Placement,Data Analyst,63.5,Average,89.8,85.3
Law,Corporate,4,6.99,64,2,1,5,11,68,52,2,7,0,6,39,43,54,77,92,78,60,0,70,56,Entrepreneurship,Data Analyst,67.6,Average,70.4,66.9
BBA,Finance,1,7.3,85,1,1,5,9,66,51,3,7,0,9,93,47,54,29,38,84,79,0,46,40,Government Exam,Data Analyst,62.7,Average,60.5,57.5
BBA,Marketing,2,5.57,76,7,2,7,2,55,59,0,2,5,5,98,70,42,85,94,68,37,1,65,91,Entrepreneurship,ML Engineer,100.0,Excellent,66.4,63.1
B.Com,Hons,2,7.07,79,8,1,4,4,64,55,2,3,0,8,67,1,71,98,41,65,44,0,100,70,Higher Studies,Business Analyst,89.4,Excellent,61.7,58.6
Law,Criminal,2,6.68,60,2,2,6,2,71,56,2,1,1,9,20,79,44,41,20,95,94,2,61,99,Placement,Business Analyst,72.0,Good,61.9,58.8
B.Tech,ECE,2,7.68,85,1,4,6,3,90,65,1,4,2,9,4,5,52,71,72,95,39,1,41,68,Entrepreneurship,ML Engineer,100.0,Excellent,63.1,59.9
B.Tech,AI&DS,1,6.95,99,5,5,8,5,83,55,3,5,0,8,35,79,57,68,63,97,70,2,55,50,Placement,Business Analyst,89.8,Excellent,76.9,73.1
BCA,General,2,8.62,87,3,2,5,4,54,65,0,6,4,5,90,88,42,86,29,31,77,1,64,84,Entrepreneurship,Data Analyst,100.0,Excellent,70.2,66.7
B.Tech,ECE,1,7.69,77,2,3,5,7,72,76,3,1,1,5,6,44,73,23,94,94,50,1,55,43,Placement,Software Engineer,71.6,Good,54.3,51.6
B.Com,Hons,1,6.06,79,5,1,5,6,54,61,1,2,2,8,59,9,81,76,27,47,53,1,96,75,Placement,Data Analyst,77.7,Good,63.4,60.2
B.Com,Hons,2,8.73,73,2,4,4,6,93,71,3,5,0,9,55,8,64,88,36,70,52,0,62,47,Placement,Software Engineer,93.1,Excellent,59.4,56.4
B.Tech,ECE,1,5.93,58,4,5,5,11,59,64,0,0,0,8,30,95,76,95,89,68,98,1,75,75,Government Exam,Software Engineer,79.3,Good,65.6,62.3
B.Tech,AI&DS,4,9.11,66,1,0,8,8,53,71,1,2,2,2,83,31,64,72,26,55,62,2,88,86,Entrepreneurship,ML Engineer,84.8,Good,71.1,67.5
BCA,General,4,9.51,48,1,3,8,8,61,84,3,6,0,6,24,1,79,74,82,32,65,1,53,60,Government Exam,Business Analyst,88.2,Excellent,72.4,68.8
B.Tech,AI&DS,3,6.89,44,8,0,4,10,96,97,0,6,5,2,55,20,69,43,56,78,54,0,79,50,Higher Studies,Data Analyst,100.0,Excellent,63.4,60.2
BCA,General,4,9.48,44,5,3,5,9,59,99,0,3,2,3,88,2,99,31,87,57,87,1,48,51,Government Exam,Software Engineer,100.0,Excellent,67.7,64.3
BCA,General,1,8.91,64,7,4,7,4,79,64,1,4,2,8,80,97,71,74,83,45,95,0,79,65,Higher Studies,ML Engineer,100.0,Excellent,66.1,62.8
B.Tech,AI&DS,1,9.47,65,4,5,7,3,99,72,1,3,4,9,100,92,44,66,26,51,60,0,70,66,Entrepreneurship,Business Analyst,100.0,Excellent,51.1,48.5
BBA,Marketing,4,8.36,58,3,4,6,2,73,87,2,7,2,7,78,83,89,46,35,78,73,1,89,73,Higher Studies,ML Engineer,100.0,Excellent,81.2,77.1
BBA,Marketing,2,6.51,69,8,4,4,11,54,98,2,0,3,5,73,22,87,37,33,57,92,0,46,49,Placement,ML Engineer,86.3,Excellent,43.3,41.1
BCA,General,2,9.35,75,4,3,7,7,62,51,0,2,0,5,33,36,98,70,55,45,74,1,97,98,Higher Studies,Data Analyst,100.0,Excellent,70.4,66.9
B.Tech,IT,1,6.29,87,7,2,6,5,85,51,1,7,4,7,43,71,62,79,92,93,79,0,84,97,Higher Studies,ML Engineer,100.0,Excellent,79.8,75.8
BBA,Marketing,2,6.42,87,4,5,8,4,58,98,1,7,1,1,6,35,69,76,30,89,96,1,40,48,Higher Studies,ML Engineer,100.0,Excellent,71.9,68.3
B.Tech,AI&DS,3,6.67,55,6,0,6,3,67,68,3,2,3,4,50,13,31,86,20,95,100,1,60,78,Higher Studies,Business Analyst,74.4,Good,59.2,56.2
B.Tech,AI&DS,3,6.81,46,3,2,5,3,84,54,3,0,2,6,24,86,62,21,28,55,30,1,68,52,Higher Studies,Software Engineer,67.0,Average,41.6,39.5
B.Tech,CSE,4,7.71,57,8,2,5,5,80,53,3,0,1,2,27,90,54,30,44,71,100,1,47,51,Placement,Software Engineer,84.5,Good,46.3,44.0
Law,Criminal,4,8.57,95,3,1,8,2,73,77,3,4,1,7,41,14,88,32,34,32,96,1,48,56,Higher Studies,Software Engineer,90.3,Excellent,60.6,57.6
B.Tech,CSE,2,9.48,60,4,0,4,7,92,67,2,3,1,2,26,34,56,59,77,50,38,2,97,43,Placement,Software Engineer,95.7,Excellent,68.6,65.2
Law,Corporate,1,5.88,70,8,3,5,11,53,89,3,0,1,3,36,21,85,25,43,61,64,0,58,78,Government Exam,Data Analyst,65.8,Average,43.7,41.5
BCA,General,4,9.6,40,2,1,5,6,90,90,1,0,4,9,54,46,54,31,91,99,42,1,95,67,Entrepreneurship,ML Engineer,100.0,Excellent,57.6,54.7
BBA,Finance,3,9.46,42,6,1,6,11,75,99,0,3,4,9,37,35,34,62,90,98,55,2,86,80,Higher Studies,Software Engineer,100.0,Excellent,74.9,71.2
BBA,HR,4,5.73,70,2,4,6,10,93,80,0,0,1,5,55,14,91,91,65,53,74,1,74,59,Government Exam,Business Analyst,79.8,Good,62.0,58.9
BBA,HR,4,7.05,64,4,3,6,3,91,71,0,5,3,5,91,95,72,92,37,94,80,0,95,46,Government Exam,Data Analyst,100.0,Excellent,69.7,66.2
BBA,Finance,3,9.0,92,2,2,7,10,59,60,2,4,0,1,33,81,97,23,86,52,54,2,66,95,Higher Studies,Software Engineer,83.4,Good,78.6,74.7
BBA,Finance,1,8.13,47,3,5,8,10,90,97,0,4,5,1,28,57,65,56,82,37,85,2,60,47,Government Exam,Business Analyst,100.0,Excellent,71.7,68.1
BBA,Marketing,4,8.85,40,8,2,4,11,91,65,2,6,0,2,47,30,39,55,43,74,68,0,62,74,Entrepreneurship,Business Analyst,100.0,Excellent,59.6,56.6
BBA,Marketing,4,8.59,46,3,2,6,10,58,53,2,3,4,2,71,40,51,51,50,40,32,1,82,68,Entrepreneurship,Business Analyst,83.7,Good,58.4,55.5
BCA,General,4,7.64,46,2,4,4,11,50,70,0,6,3,3,76,99,57,76,57,86,82,2,53,86,Placement,Business Analyst,99.4,Excellent,85.4,81.1
B.Tech,ECE,2,5.68,47,8,2,6,11,65,90,2,1,3,3,45,88,77,31,62,41,62,2,51,54,Placement,Data Analyst,75.0,Good,59.6,56.6
B.Com,General,4,8.01,58,3,0,5,5,95,94,3,4,2,3,36,73,89,37,27,39,91,2,99,70,Government Exam,ML Engineer,83.8,Good,75.0,71.2
Law,Criminal,3,5.71,56,1,2,4,6,62,74,3,2,4,9,2,77,92,80,91,92,96,0,93,51,Higher Studies,ML Engineer,54.9,Average,64.5,61.3
B.Com,Hons,1,8.1,50,3,2,7,9,87,69,3,2,3,9,77,25,31,50,24,64,98,1,44,60,Government Exam,Business Analyst,76.7,Good,51.3,48.7
B.Com,General,1,8.94,86,4,0,6,9,63,57,2,1,3,2,95,82,52,59,99,67,33,1,73,87,Higher Studies,Software Engineer,82.8,Good,62.7,59.6
B.Tech,AI&DS,3,8.02,80,5,4,8,2,89,92,3,4,0,0,86,29,80,65,46,50,88,0,96,55,Government Exam,ML Engineer,100.0,Excellent,63.8,60.6
B.Tech,CSE,2,9.79,88,2,1,5,11,72,58,0,6,3,8,86,11,57,58,82,80,46,1,94,78,Higher Studies,ML Engineer,100.0,Excellent,79.2,75.2
B.Tech,AI&DS,3,7.46,50,6,3,6,2,67,67,0,0,3,1,76,30,30,82,84,47,51,0,46,71,Government Exam,Software Engineer,100.0,Excellent,43.4,41.2
BBA,Marketing,1,8.72,77,7,4,4,11,77,80,2,5,1,2,49,81,44,74,82,47,67,2,44,45,Higher Studies,Software Engineer,100.0,Excellent,72.3,68.7
BCA,General,3,8.37,80,2,2,6,7,69,84,2,1,0,1,20,1,44,59,24,55,60,2,74,63,Entrepreneurship,Data Analyst,81.4,Good,56.6,53.8
BBA,Finance,2,9.76,89,7,1,5,8,50,79,3,0,0,5,47,77,72,48,86,49,78,2,64,71,Government Exam,Data Analyst,89.9,Excellent,64.6,61.4
BCA,General,1,8.57,91,7,3,8,3,61,67,1,5,1,5,57,19,34,30,71,54,81,0,69,57,Higher Studies,Data Analyst,100.0,Excellent,54.8,52.1
BCA,General,2,6.21,41,3,3,8,3,76,68,0,7,0,0,30,57,67,58,100,74,67,0,81,95,Placement,Business Analyst,100.0,Excellent,75.9,72.1
B.Com,Hons,3,9.61,43,3,3,8,6,92,90,1,2,2,3,6,19,92,63,23,87,78,2,50,83,Placement,Business Analyst,100.0,Excellent,69.6,66.1
B.Com,General,4,8.37,89,8,0,5,10,62,73,3,7,5,9,56,33,72,39,96,47,56,0,47,49,Higher Studies,ML Engineer,98.2,Excellent,64.8,61.6
BCA,General,3,5.76,67,8,0,6,6,53,99,2,7,2,4,35,59,80,46,70,77,52,2,77,68,Higher Studies,Data Analyst,88.2,Excellent,86.1,81.8
BCA,General,2,8.33,72,5,1,5,9,74,71,3,5,4,5,82,33,55,57,62,43,56,2,67,48,Placement,Business Analyst,88.5,Excellent,73.6,69.9
BBA,Finance,3,9.3,50,5,2,5,9,55,97,1,1,5,4,85,36,75,95,74,36,43,0,51,52,Higher Studies,ML Engineer,100.0,Excellent,51.2,48.6
BBA,Finance,4,7.98,42,6,1,6,6,94,63,3,4,0,2,23,66,41,30,60,67,32,0,84,90,Placement,Data Analyst,85.5,Excellent,53.0,50.3
B.Com,Hons,2,7.02,79,4,2,7,9,71,68,2,7,0,2,23,98,41,55,50,93,56,2,73,66,Entrepreneurship,ML Engineer,83.5,Good,79.5,75.5
B.Tech,IT,3,9.03,44,1,4,8,9,94,78,1,2,2,2,55,96,58,51,54,58,91,2,70,76,Placement,Business Analyst,100.0,Excellent,68.6,65.2
BCA,General,2,8.86,91,4,3,4,6,87,71,3,4,4,5,84,18,90,81,99,84,43,1,94,47,Government Exam,Data Analyst,100.0,Excellent,79.1,75.1
BBA,Finance,2,7.84,60,8,3,4,6,85,79,2,0,4,3,60,94,70,35,76,74,73,2,60,92,Entrepreneurship,ML Engineer,100.0,Excellent,66.1,62.8
B.Com,Hons,1,6.16,61,6,0,6,5,52,64,3,4,2,3,76,51,49,61,43,48,54,0,55,41,Government Exam,Software Engineer,67.2,Average,50.2,47.7
BBA,Marketing,1,6.58,93,2,4,4,2,64,70,3,5,2,2,69,43,75,50,72,31,90,1,63,81,Higher Studies,ML Engineer,81.4,Good,72.2,68.6
BCA,General,2,8.68,76,3,5,7,10,60,75,2,1,5,3,27,85,59,89,49,95,81,2,61,43,Higher Studies,Software Engineer,96.0,Excellent,65.9,62.6
BCA,General,3,8.97,99,4,4,5,3,83,85,2,0,1,7,31,26,68,32,100,65,41,2,97,49,Placement,Software Engineer,100.0,Excellent,63.2,60.0
Law,Criminal,3,6.7,50,7,2,8,2,76,61,3,1,4,2,76,37,69,55,96,85,63,2,52,53,Placement,ML Engineer,84.6,Good,69.3,65.8
B.Tech,ECE,3,7.08,83,3,4,4,7,72,56,0,5,4,9,97,91,80,94,26,50,52,0,48,64,Placement,ML Engineer,100.0,Excellent,62.2,59.1
Law,Corporate,4,5.83,61,3,0,4,6,66,60,3,0,1,2,95,20,31,30,28,92,48,1,84,80,Entrepreneurship,Software Engineer,46.1,At Risk,49.8,47.3
