degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability,sector
BCA,General,1,8.37,80,6.0,3.9,6.7,3.8,100,93,0,8,4,6,94,55,91,87,94,65,59,2,80,95,Freelancing,DevOps Engineer,85.9,Good,93.5,54.4,Tech
BCA,General,2,9.0,78,6.1,3.0,7.6,6.8,100,100,0,5,3,6,72,51,75,63,46,61,82,0,65,79,Placement,Data Analyst,91.5,Excellent,73.6,59.3,Tech
B.Tech,CSE,3,7.14,62,2.7,3.9,6.8,5.2,85,87,1,7,4,5,72,43,79,66,49,48,47,1,66,94,Startup,Frontend Developer,56.7,Average,70.0,56.3,Tech
B.Tech,CSE,4,6.71,59,2.1,0.6,6.3,7.8,78,82,2,1,1,0,27,34,55,45,46,55,65,0,35,54,Placement,UI/UX Designer,39.6,At Risk,20.0,52.6,Tech
BCA,General,4,8.85,77,6.0,4.3,6.2,6.5,96,97,0,7,5,4,74,36,74,76,81,44,52,0,57,91,Placement,Software Engineer,78.5,Good,75.9,55.7,Tech
B.Com,General,3,7.06,76,3.9,3.6,7.4,4.2,84,75,1,6,4,6,86,96,63,75,36,78,69,1,86,72,Placement,Data Analyst,56.6,Average,72.7,66.4,Commerce
B.Tech,ECE,2,7.25,68,1.8,2.6,8.1,3.5,80,78,1,4,3,5,71,56,46,41,37,68,59,1,66,77,Placement,Software Engineer,56.6,Average,61.2,67.7,Tech
B.Tech,IT,1,8.56,82,4.7,3.3,6.7,5.8,96,89,0,6,4,5,57,51,76,73,65,76,74,1,68,92,Freelancing,Software Engineer,81.8,Good,78.2,54.9,Tech
B.Tech,AI&DS,3,8.23,88,6.0,6.0,6.2,2.8,100,99,0,9,5,9,92,53,77,73,77,60,69,2,100,92,Placement,Backend Developer,85.9,Good,97.7,67.5,Tech
B.Tech,IT,3,7.02,57,2.9,2.0,5.6,10.2,76,78,1,4,2,3,56,45,53,56,37,70,55,1,69,73,Placement,UI/UX Designer,49.8,At Risk,49.5,68.1,Tech
B.Tech,ECE,2,7.72,86,4.3,3.0,7.4,4.8,93,86,0,4,1,4,64,59,39,76,49,79,69,1,77,82,Placement,Cloud Engineer,72.5,Average,69.0,75.4,Tech
B.Tech,CSE,3,8.75,72,5.5,3.8,4.9,3.7,98,96,0,7,5,6,79,60,100,77,76,65,77,2,100,89,Higher Studies,Full Stack Developer,82.5,Good,94.6,60.0,Tech
Law,Corporate,2,6.72,75,1.7,1.3,6.3,3.2,76,77,0,4,1,3,68,55,62,46,52,54,49,0,55,66,Government Job,Business Analyst,57.3,Average,57.6,47.2,Law
B.Tech,IT,3,8.13,72,4.0,3.3,6.3,7.8,94,94,1,6,3,2,82,34,70,48,67,47,53,1,68,79,Startup,Machine Learning Engineer,65.8,Average,65.1,72.7,Tech
B.Tech,AI&DS,2,7.09,62,3.8,1.6,7.4,6.1,87,79,4,3,0,4,59,52,73,63,72,77,73,2,68,78,Government Job,Business Analyst,39.1,At Risk,60.7,51.2,Tech
BCA,General,2,7.58,84,5.1,4.3,7.0,4.1,93,99,1,7,3,5,84,21,83,79,59,49,60,1,60,95,Higher Studies,Backend Developer,67.4,Average,64.8,60.6,Tech
Law,Criminal,4,8.17,85,5.3,1.7,7.9,5.6,100,89,1,4,2,5,48,43,85,57,47,50,51,1,49,87,Placement,Cybersecurity Analyst,72.7,Average,55.9,51.3,Law
B.Tech,ECE,3,8.47,77,5.1,1.8,7.4,7.9,90,94,0,7,4,4,82,57,92,54,90,74,66,1,72,86,Higher Studies,Backend Developer,76.7,Good,91.6,66.2,Tech
B.Com,General,4,8.53,71,3.9,1.1,6.2,4.6,93,94,3,0,0,1,39,52,45,54,41,82,65,1,42,61,Higher Studies,Business Analyst,57.9,Average,29.3,33.7,Commerce
B.Com,General,1,6.82,70,3.8,2.2,7.3,7.4,88,92,2,3,2,3,63,49,75,58,37,62,74,0,53,76,Higher Studies,Data Analyst,49.8,At Risk,46.8,17.8,Commerce
B.Tech,CSE,4,6.44,69,2.4,1.2,6.1,7.6,77,78,3,2,1,1,32,37,74,57,40,76,58,2,44,61,Research,Frontend Developer,33.4,At Risk,42.0,36.3,Tech
B.Tech,IT,1,7.63,73,5.1,1.3,8.7,6.0,94,100,0,5,4,3,54,51,50,64,56,63,76,0,55,83,Government Job,Business Analyst,73.2,Average,70.0,54.3,Tech
B.Tech,IT,3,8.19,65,4.4,2.0,7.3,6.5,96,96,1,6,4,6,63,42,85,64,56,61,73,3,62,90,Government Job,Backend Developer,66.9,Average,73.4,69.5,Tech
B.Tech,AI&DS,3,8.49,86,5.7,3.8,7.0,4.0,97,96,0,8,4,6,68,46,80,66,72,60,80,2,97,83,Government Job,Data Scientist,90.1,Excellent,87.5,92.5,Tech
BCA,General,1,7.55,72,4.8,1.5,7.2,2.4,93,99,0,6,3,3,75,43,63,90,66,70,62,0,60,81,Higher Studies,Data Analyst,71.5,Average,69.5,84.5,Tech
B.Tech,CSE,2,7.49,77,3.8,4.7,7.5,7.2,93,82,1,4,3,6,67,34,77,60,65,74,72,1,60,72,Placement,Product Manager,63.2,Average,65.5,74.2,Tech
B.Tech,AI&DS,2,7.7,67,3.7,3.0,6.4,5.9,85,85,2,6,4,4,69,63,63,49,68,72,61,0,81,74,Government Job,Software Engineer,54.6,At Risk,65.2,62.3,Tech
B.Com,General,3,7.53,83,5.9,1.8,6.8,5.7,98,95,0,5,3,4,67,65,69,64,51,59,61,0,50,73,Government Job,Product Manager,73.1,Average,51.5,35.8,Commerce
Law,Corporate,2,8.95,78,6.0,3.8,6.3,8.1,100,92,0,6,4,6,73,61,84,68,62,56,77,1,73,85,Placement,Product Manager,79.5,Good,73.5,57.9,Law
BCA,General,1,7.5,65,3.6,2.6,6.9,5.3,92,88,0,4,2,3,49,65,63,80,67,75,64,0,65,80,Government Job,Frontend Developer,67.5,Average,65.6,69.0,Tech
B.Tech,AI&DS,4,7.36,75,5.7,4.4,7.7,4.6,99,94,0,6,3,7,88,65,66,67,75,76,73,2,76,89,Placement,DevOps Engineer,75.6,Good,83.4,69.4,Tech
B.Com,General,2,6.76,71,4.2,2.2,6.9,5.9,93,84,4,2,3,1,47,49,76,52,29,76,79,1,48,68,Higher Studies,Business Analyst,36.2,At Risk,41.9,48.3,Commerce
B.Tech,AI&DS,3,8.55,71,5.8,2.3,7.4,7.0,100,94,1,2,4,1,49,70,54,62,42,67,63,0,47,64,Higher Studies,Business Analyst,74.9,Average,29.5,56.5,Tech
B.Tech,CSE,4,7.15,59,4.3,1.4,5.6,7.9,80,89,0,4,2,4,46,66,73,62,50,62,64,1,74,80,Research,Frontend Developer,58.8,Average,58.8,48.6,Tech
B.Tech,IT,4,7.75,79,4.7,1.6,8.2,3.3,95,95,0,1,1,4,49,44,64,45,45,43,52,1,46,81,Higher Studies,Cloud Engineer,74.7,Average,45.0,41.5,Tech
B.Tech,IT,1,6.53,50,1.8,2.2,7.4,5.5,67,78,4,3,3,3,67,46,62,42,50,46,54,1,54,58,Startup,Software Engineer,26.2,At Risk,45.0,64.6,Tech
Law,Criminal,4,9.18,78,8.0,5.1,7.6,6.4,100,100,0,8,7,8,100,48,100,87,78,80,80,3,99,100,Research,Business Analyst,92.5,Excellent,97.2,85.5,Law
B.Tech,IT,2,8.37,81,8.0,4.3,6.2,5.1,100,100,0,7,3,8,95,76,63,90,60,65,81,1,78,81,Placement,Data Scientist,87.0,Good,81.4,78.1,Tech
Law,Corporate,3,7.79,78,2.8,2.9,6.4,4.1,95,89,2,6,2,1,54,47,69,70,54,67,76,1,74,78,Government Job,Business Analyst,59.2,Average,61.4,56.6,Law
B.Tech,IT,2,8.12,72,3.4,1.7,8.0,5.5,93,94,0,3,2,3,38,48,49,64,60,41,62,0,48,53,Placement,Data Scientist,76.5,Good,43.7,33.7,Tech
BCA,General,1,7.39,94,6.3,4.7,7.3,6.4,99,89,0,7,4,5,73,53,75,57,55,65,50,1,79,74,Placement,Cybersecurity Analyst,77.0,Good,73.8,78.8,Tech
BBA,HR,3,8.9,86,6.9,3.3,5.8,8.0,100,100,0,8,4,4,77,53,92,86,81,79,86,1,91,89,Startup,Product Manager,89.6,Good,92.2,67.3,Management
B.Tech,ECE,4,7.66,92,5.4,2.5,7.3,2.2,100,94,1,5,2,3,70,64,75,83,62,69,49,1,75,71,Higher Studies,Cloud Engineer,74.4,Average,79.1,69.1,Tech
B.Com,Hons,2,7.87,73,5.0,2.2,7.0,6.3,94,85,0,5,6,3,58,61,81,61,41,43,57,0,64,83,Research,Business Analyst,72.0,Average,66.0,61.5,Commerce
B.Com,Hons,4,7.39,59,3.3,0.8,6.3,6.2,81,80,4,2,0,0,38,43,66,57,46,71,53,0,58,50,Placement,Product Manager,33.4,At Risk,28.1,42.3,Commerce
BCA,General,3,7.33,66,2.9,0.8,7.1,4.9,81,81,2,5,2,4,52,68,44,51,57,52,51,0,48,65,Placement,Full Stack Developer,50.9,At Risk,53.1,37.5,Tech
B.Tech,CSE,1,7.0,79,4.9,3.5,6.3,6.0,92,84,1,7,6,7,91,72,99,58,64,77,75,1,78,83,Placement,Cloud Engineer,59.4,Average,81.6,75.7,Tech
BCA,General,4,7.35,71,4.5,2.6,8.2,4.1,90,79,0,3,3,4,58,89,70,55,54,78,71,1,69,67,Placement,Full Stack Developer,64.4,Average,64.2,46.1,Tech
BCA,General,1,7.47,71,2.9,2.3,6.2,7.0,92,91,1,3,0,4,46,54,57,52,54,61,61,0,65,74,Startup,QA Engineer,60.2,Average,49.3,54.7,Tech
B.Tech,ECE,1,8.23,76,4.0,1.3,7.2,8.6,98,95,1,3,6,3,46,34,51,64,50,50,52,1,73,78,Research,Data Scientist,73.5,Average,59.3,55.5,Tech
B.Com,General,3,7.05,89,4.4,2.0,8.3,2.0,90,90,0,6,0,4,77,64,45,58,50,58,56,1,79,75,Freelancing,Business Analyst,69.3,Average,67.6,72.9,Commerce
BCA,General,4,7.28,59,4.3,1.9,5.7,7.8,89,88,1,4,2,3,80,44,56,61,49,52,41,1,61,67,Placement,Data Engineer,53.4,At Risk,55.3,47.4,Tech
Law,Corporate,1,8.54,77,4.1,1.2,7.3,8.4,94,89,1,4,2,4,59,62,73,65,64,74,81,0,73,75,Placement,Business Analyst,73.2,Average,60.4,51.3,Law
Law,Corporate,2,7.7,59,4.7,3.3,5.5,6.5,93,91,0,4,3,4,38,51,75,68,65,41,49,1,41,90,Higher Studies,Cybersecurity Analyst,75.8,Good,54.4,47.0,Law
BBA,Finance,1,7.01,71,3.9,1.6,8.1,3.2,87,84,2,1,0,1,32,35,49,55,44,59,64,0,37,58,Placement,Product Manager,56.0,Average,26.0,15.1,Management
BCA,General,1,7.8,91,4.0,4.2,7.4,3.7,94,87,1,3,3,4,57,56,65,56,56,70,60,1,61,87,Placement,Backend Developer,69.1,Average,63.2,57.3,Tech
Law,Criminal,2,8.44,87,5.7,1.1,8.1,4.0,94,87,0,2,2,4,73,43,68,46,56,63,65,0,52,65,Higher Studies,Product Manager,79.5,Good,52.2,45.3,Law
B.Tech,CSE,3,7.54,85,4.6,3.1,6.9,4.8,97,87,0,7,4,5,71,68,80,87,57,75,58,2,99,87,Government Job,Product Manager,75.4,Good,90.5,67.5,Tech
B.Tech,CSE,2,8.47,84,5.5,3.2,7.6,7.3,100,100,0,7,3,6,72,63,90,47,72,60,71,1,85,87,Higher Studies,Data Analyst,86.6,Good,76.6,65.3,Tech
B.Tech,CSE,1,8.11,71,3.8,1.6,7.6,6.9,94,90,0,5,4,1,68,52,58,58,69,60,58,0,60,75,Placement,Product Manager,73.8,Average,56.7,56.3,Tech
BBA,Marketing,2,8.09,91,4.7,3.9,7.4,6.8,100,93,0,5,3,7,87,67,92,75,60,73,76,1,72,84,Placement,UI/UX Designer,78.8,Good,77.0,68.2,Management
B.Tech,IT,2,7.66,73,4.8,2.7,7.4,6.8,89,93,0,5,4,7,75,70,65,65,47,75,71,1,79,90,Startup,Product Manager,73.9,Average,76.9,74.2,Tech
BCA,General,4,7.77,50,3.6,2.4,7.4,8.0,87,85,3,3,3,3,52,59,60,79,65,42,57,0,71,67,Startup,Software Engineer,48.8,At Risk,52.6,63.3,Tech
BCA,General,2,6.61,66,4.5,1.8,5.2,11.0,81,89,1,4,4,5,74,37,73,72,69,48,60,1,60,63,Placement,Frontend Developer,50.9,At Risk,70.0,70.8,Tech
BCA,General,3,6.92,66,3.6,1.8,8.1,6.0,82,75,2,3,2,1,54,55,62,55,56,63,48,1,53,54,Placement,Backend Developer,45.9,At Risk,38.8,43.0,Tech
B.Tech,ECE,2,6.99,72,4.2,2.5,6.6,4.4,90,78,1,6,6,5,79,36,72,78,60,60,58,1,54,88,Placement,Backend Developer,58.5,Average,72.1,66.4,Tech
B.Com,Hons,3,7.36,83,5.0,3.1,6.7,6.4,94,95,0,6,5,5,51,64,75,58,71,49,56,1,70,91,Placement,Data Analyst,73.9,Average,68.1,59.4,Commerce
B.Tech,ECE,3,8.03,78,5.0,4.1,7.3,6.6,94,93,2,7,4,6,100,66,100,96,70,69,75,3,100,87,Placement,Software Engineer,67.0,Average,95.8,74.4,Tech
BCA,General,4,6.66,64,3.1,2.2,7.9,3.5,85,77,2,5,4,3,63,41,67,44,50,56,50,1,46,69,Placement,Cloud Engineer,47.8,At Risk,49.9,46.0,Tech
BCA,General,3,7.83,75,5.0,2.9,6.6,5.1,98,93,1,5,2,5,88,73,71,77,53,73,69,2,86,90,Higher Studies,Software Engineer,71.3,Average,79.9,58.6,Tech
BBA,Finance,2,7.14,55,4.1,0.9,6.2,6.1,84,85,1,2,1,4,51,75,67,43,41,78,75,1,49,76,Freelancing,Business Analyst,54.4,At Risk,45.0,50.9,Management
B.Tech,ECE,2,6.46,68,4.9,2.1,5.9,6.4,86,84,3,1,3,2,68,25,58,46,48,43,30,0,50,77,Startup,DevOps Engineer,38.8,At Risk,35.6,55.1,Tech
Law,Criminal,4,6.89,71,5.0,2.0,7.3,6.6,90,89,3,4,2,2,67,48,72,63,58,61,63,0,62,73,Startup,Data Analyst,49.2,At Risk,50.5,42.0,Law
B.Tech,IT,2,7.63,73,3.2,3.6,7.7,4.0,86,82,1,6,4,4,84,73,60,64,51,38,66,1,65,83,Higher Studies,DevOps Engineer,65.7,Average,73.5,56.3,Tech
B.Tech,CSE,4,6.95,65,3.0,1.3,6.5,4.6,86,86,3,4,2,4,57,47,68,65,68,50,77,0,49,83,Placement,Data Scientist,48.3,At Risk,47.4,39.7,Tech
B.Tech,AI&DS,2,7.43,77,4.4,2.7,7.2,4.1,85,91,1,4,1,5,72,86,66,52,40,56,54,1,64,72,Startup,DevOps Engineer,63.5,Average,54.0,40.3,Tech
B.Tech,ECE,4,7.78,85,5.5,5.3,7.0,6.5,91,88,0,7,4,7,86,68,100,66,81,69,48,1,74,76,Higher Studies,Backend Developer,76.6,Good,82.2,55.7,Tech
BCA,General,1,7.65,79,4.9,5.5,7.1,3.7,96,84,0,8,4,5,75,53,89,87,59,77,64,1,71,79,Placement,Full Stack Developer,78.4,Good,83.5,69.1,Tech
BBA,Marketing,3,6.89,67,2.8,3.0,6.7,5.7,75,75,1,5,4,3,69,44,49,74,70,47,54,1,60,67,Startup,UI/UX Designer,54.9,At Risk,60.0,35.6,Management
B.Tech,CSE,2,7.02,66,5.0,3.9,6.1,7.6,82,93,3,5,4,4,91,45,98,86,74,47,50,1,67,94,Startup,AI Engineer,48.7,At Risk,81.0,82.4,Tech
B.Tech,ECE,1,7.39,73,4.2,3.4,6.9,4.6,90,99,0,4,4,4,78,61,63,77,41,71,78,0,54,68,Placement,AI Engineer,73.5,Average,61.0,63.2,Tech
B.Tech,CSE,3,7.97,77,5.7,3.8,6.3,5.4,92,95,3,5,3,4,58,59,71,65,65,60,66,2,66,63,Placement,Cybersecurity Analyst,57.5,Average,63.2,59.5,Tech
B.Tech,AI&DS,1,7.09,54,2.7,1.7,6.6,6.8,76,72,2,4,4,2,72,47,65,77,64,65,67,2,85,74,Research,UI/UX Designer,44.4,At Risk,70.0,58.3,Tech
BBA,Finance,1,7.97,86,4.5,2.7,6.9,6.9,88,92,0,5,1,5,70,50,71,52,54,79,76,2,80,86,Placement,Product Manager,73.7,Average,78.2,75.4,Management
BCA,General,4,8.19,83,5.4,6.0,7.0,5.9,89,91,3,9,8,8,100,37,87,89,67,90,70,3,100,100,Research,Backend Developer,61.3,Average,96.3,81.3,Tech
B.Tech,IT,2,7.02,57,2.9,2.2,6.3,5.3,81,82,3,5,2,2,62,44,81,67,51,61,55,1,58,68,Placement,Business Analyst,40.5,At Risk,56.2,73.9,Tech
BCA,General,2,7.83,75,4.6,3.7,6.3,2.3,92,98,3,5,7,6,100,44,100,79,83,47,48,1,62,88,Placement,Data Engineer,56.6,Average,75.3,63.5,Tech
B.Tech,ECE,1,7.64,74,3.9,2.3,6.2,7.6,90,95,0,4,5,3,57,44,58,69,74,47,59,0,51,64,Placement,Cybersecurity Analyst,66.5,Average,52.6,55.1,Tech
BBA,Marketing,1,7.13,63,2.6,3.3,6.6,4.9,81,72,1,4,3,6,71,47,65,57,73,71,52,1,73,86,Higher Studies,UI/UX Designer,51.0,At Risk,69.0,52.7,Management
B.Tech,ECE,1,8.31,81,6.8,5.7,8.5,7.3,99,89,0,8,8,8,85,61,99,100,70,72,69,2,91,100,Higher Studies,Full Stack Developer,83.8,Good,92.9,91.3,Tech
B.Tech,CSE,2,7.78,81,3.9,3.2,6.8,7.2,88,86,1,6,5,4,66,44,80,50,56,58,64,1,77,85,Freelancing,Data Analyst,66.0,Average,80.0,72.1,Tech
B.Tech,IT,1,7.22,66,4.3,1.4,6.5,6.5,84,81,0,3,2,1,51,39,62,43,47,31,62,0,50,64,Higher Studies,Software Engineer,61.8,Average,48.4,51.0,Tech
B.Tech,CSE,1,8.48,86,4.8,2.9,5.8,6.3,97,100,1,6,1,4,69,61,57,57,73,75,72,1,75,70,Placement,Full Stack Developer,78.4,Good,74.6,80.0,Tech
B.Tech,IT,2,7.24,76,4.5,2.4,7.8,5.7,93,90,1,6,2,5,71,58,74,62,58,65,58,0,71,88,Startup,Cloud Engineer,65.4,Average,71.6,52.1,Tech
BCA,General,4,8.87,84,5.9,4.3,5.8,4.7,100,97,0,8,5,4,60,48,100,99,82,49,64,3,97,69,Startup,Full Stack Developer,89.6,Good,95.8,56.2,Tech
Law,Criminal,4,7.29,80,5.4,1.8,7.7,5.2,91,90,2,4,1,5,81,52,58,69,54,49,56,1,58,73,Placement,Business Analyst,56.5,Average,49.9,26.8,Law
B.Com,Hons,4,7.62,87,3.0,2.3,7.8,5.2,87,88,1,6,3,5,78,57,55,53,34,60,64,1,60,79,Higher Studies,Product Manager,65.1,Average,67.5,49.1,Commerce
BCA,General,1,7.79,61,3.8,2.7,6.0,6.6,88,85,4,6,5,6,67,32,63,64,83,55,60,2,78,88,Placement,Software Engineer,43.2,At Risk,67.8,62.6,Tech
B.Tech,CSE,1,6.27,59,1.1,0.8,7.3,5.5,75,70,4,3,3,2,59,42,65,48,47,60,51,0,35,58,Placement,Cybersecurity Analyst,21.7,At Risk,29.0,36.2,Tech
B.Tech,IT,4,7.26,64,3.3,2.4,8.0,6.4,93,84,0,4,3,3,78,56,97,59,50,65,53,2,73,91,Freelancing,AI Engineer,61.7,Average,77.2,72.1,Tech
B.Tech,IT,3,6.91,80,4.3,2.6,6.6,5.1,89,81,0,3,1,3,53,62,59,46,57,64,67,1,53,66,Freelancing,Data Scientist,65.1,Average,51.7,62.7,Tech
BCA,General,2,7.38,60,3.7,3.0,5.5,7.2,85,82,1,5,4,5,70,23,81,63,55,63,55,2,81,76,Placement,Software Engineer,55.7,Average,78.5,60.4,Tech
B.Com,General,2,6.79,70,4.3,2.2,6.9,6.0,81,86,3,4,2,0,76,49,58,68,43,69,65,0,48,64,Placement,Product Manager,49.0,At Risk,45.0,56.0,Commerce
Law,Criminal,4,7.37,76,4.0,3.1,6.4,5.9,78,81,2,7,5,6,56,32,55,62,73,63,44,2,76,93,Freelancing,Business Analyst,52.9,At Risk,73.1,58.3,Law
B.Tech,CSE,4,7.82,86,5.5,2.9,7.3,5.7,99,95,0,4,3,3,71,49,65,79,56,75,68,1,71,80,Placement,Backend Developer,78.4,Good,68.2,51.4,Tech
B.Com,General,4,6.81,62,2.9,0.6,6.8,6.2,76,77,2,1,1,1,66,42,52,57,31,68,44,0,35,54,Research,Business Analyst,42.0,At Risk,24.1,41.9,Commerce
B.Com,General,2,7.38,76,5.9,1.7,6.6,4.5,92,94,0,6,4,3,54,68,75,62,65,79,82,2,80,73,Higher Studies,Product Manager,76.5,Good,81.2,74.4,Commerce
B.Tech,IT,1,7.52,73,4.8,4.3,7.5,4.9,100,85,0,5,3,8,62,49,72,64,66,64,59,1,68,62,Startup,Machine Learning Engineer,70.7,Average,65.8,67.3,Tech
B.Tech,ECE,2,8.71,80,5.7,3.1,5.8,7.5,91,89,1,4,3,4,50,58,75,66,77,65,74,1,75,81,Startup,Business Analyst,74.5,Average,60.2,49.4,Tech
BCA,General,1,8.41,65,4.4,1.9,7.1,4.9,97,86,0,3,2,1,67,59,86,81,54,46,45,0,56,72,Placement,QA Engineer,73.2,Average,63.3,67.2,Tech
B.Com,General,1,7.37,79,3.5,4.7,6.3,7.2,92,91,0,8,4,6,91,65,89,78,83,80,68,1,100,91,Freelancing,Data Analyst,71.5,Average,91.1,76.5,Commerce
BCA,General,1,8.71,78,5.1,4.4,6.3,7.1,90,90,1,6,7,5,68,46,85,88,64,76,61,2,93,86,Placement,Data Engineer,74.8,Average,86.2,67.3,Tech
Law,Corporate,2,8.37,80,5.8,2.9,6.8,5.3,100,97,0,5,3,6,75,55,94,77,45,77,98,2,86,94,Placement,Business Analyst,85.1,Good,83.9,68.9,Law
BCA,General,1,6.9,65,3.4,2.8,5.3,6.6,77,76,1,6,4,3,48,49,76,81,53,69,44,1,63,79,Freelancing,Cybersecurity Analyst,48.5,At Risk,63.1,61.5,Tech
B.Com,General,2,8.09,86,5.5,3.5,7.6,5.4,91,100,0,4,3,5,50,57,54,65,60,60,53,1,62,76,Research,Data Analyst,80.2,Good,64.9,55.5,Commerce
B.Com,General,3,7.77,82,4.7,2.8,7.0,5.0,98,91,0,4,3,2,58,47,58,49,51,54,57,1,68,82,Placement,Product Manager,80.1,Good,58.9,48.0,Commerce
B.Tech,CSE,3,7.93,78,4.5,2.4,7.6,9.0,89,90,1,6,3,3,77,51,64,63,50,74,69,1,64,73,Placement,Backend Developer,66.4,Average,57.9,74.8,Tech
BCA,General,1,8.2,87,5.8,2.7,6.9,4.3,100,93,0,7,5,6,68,56,87,66,78,48,66,0,85,84,Placement,Frontend Developer,81.1,Good,78.9,61.0,Tech
B.Tech,ECE,4,7.96,73,3.7,0.3,6.0,6.5,84,83,2,0,3,4,42,38,68,39,55,67,67,1,51,70,Higher Studies,Product Manager,54.0,At Risk,37.2,53.1,Tech
B.Tech,IT,4,7.31,54,3.7,2.3,5.8,7.8,93,77,1,5,3,5,73,41,73,74,74,43,74,1,70,75,Freelancing,Full Stack Developer,50.1,At Risk,63.3,58.2,Tech
B.Tech,CSE,4,7.31,84,3.8,2.4,7.0,2.6,85,87,0,4,2,1,53,39,54,54,50,37,48,0,38,65,Freelancing,AI Engineer,68.2,Average,46.9,47.1,Tech
B.Tech,ECE,1,8.79,67,3.5,2.6,5.8,3.6,92,87,1,7,4,4,71,76,66,65,60,81,62,1,98,78,Placement,Data Analyst,73.7,Average,85.0,54.5,Tech
B.Tech,IT,3,7.32,72,3.5,1.9,5.9,7.7,86,82,2,5,2,4,60,44,55,53,53,51,48,0,41,61,Higher Studies,Cloud Engineer,51.8,At Risk,31.5,63.0,Tech
B.Tech,IT,3,6.48,81,4.4,4.8,8.9,4.3,87,82,1,8,5,5,83,59,82,65,60,71,58,2,91,82,Placement,Cloud Engineer,53.3,At Risk,93.7,91.5,Tech
Law,Corporate,3,7.65,67,3.6,3.3,7.1,7.7,86,85,4,5,2,3,62,52,66,72,55,69,69,2,73,77,Freelancing,Business Analyst,44.6,At Risk,70.0,58.3,Law
B.Tech,IT,4,7.83,62,4.9,3.3,6.8,5.3,88,85,2,3,3,3,77,38,81,64,61,53,62,1,53,68,Research,Machine Learning Engineer,57.9,Average,49.5,63.6,Tech
BBA,HR,1,7.87,82,6.0,3.2,6.1,6.8,94,95,1,6,5,4,82,46,82,65,69,70,73,1,72,83,Placement,Data Analyst,74.4,Average,81.6,66.3,Management
BBA,HR,4,7.47,66,2.5,1.0,5.5,5.8,82,76,2,2,2,1,36,60,60,54,46,59,57,1,36,61,Placement,UI/UX Designer,51.6,At Risk,30.0,48.5,Management
BCA,General,4,6.5,50,2.5,2.7,6.5,8.4,73,70,1,5,4,5,70,32,68,58,55,68,44,2,68,81,Placement,Full Stack Developer,43.0,At Risk,70.0,63.9,Tech
B.Com,Hons,3,7.1,72,3.6,0.9,5.9,5.6,88,82,3,4,2,5,61,54,65,41,49,68,73,1,65,69,Freelancing,Business Analyst,46.4,At Risk,36.9,31.3,Commerce
B.Tech,ECE,2,6.55,55,2.9,2.3,6.0,8.9,76,70,2,1,0,0,32,35,64,38,49,46,47,1,35,47,Freelancing,Frontend Developer,35.2,At Risk,20.1,29.1,Tech
B.Tech,CSE,2,7.61,63,3.5,5.0,7.2,7.7,95,86,0,8,6,6,79,57,100,76,77,86,76,3,100,100,Placement,Machine Learning Engineer,73.2,Average,95.4,76.9,Tech
B.Tech,CSE,1,7.61,77,3.5,3.7,5.9,5.9,91,93,0,6,4,5,56,63,78,74,62,71,53,1,67,67,Placement,QA Engineer,73.0,Average,73.5,55.4,Tech
B.Tech,IT,3,7.35,100,6.0,3.5,8.6,2.4,100,100,0,7,5,7,73,53,75,56,57,79,68,2,86,75,Higher Studies,Data Analyst,83.1,Good,87.7,52.6,Tech
B.Tech,CSE,3,7.18,71,5.2,2.6,8.1,6.1,93,87,1,7,4,3,79,46,72,64,46,69,64,2,77,77,Freelancing,Data Engineer,65.0,Average,64.7,61.0,Tech
Law,Corporate,3,7.69,63,4.4,1.2,6.8,6.8,79,82,0,2,2,2,37,50,39,36,54,68,57,1,63,57,Government Job,Product Manager,63.6,Average,42.2,51.1,Law
B.Tech,ECE,3,6.76,59,3.5,3.3,7.0,8.1,82,76,3,4,4,5,73,76,64,83,60,56,66,1,61,88,Placement,Data Scientist,39.3,At Risk,58.2,62.7,Tech
B.Tech,IT,1,6.79,68,4.5,3.6,7.2,6.7,81,87,2,6,5,7,62,36,73,69,52,65,57,1,66,77,Placement,Machine Learning Engineer,48.4,At Risk,70.0,55.0,Tech
B.Tech,AI&DS,1,7.35,79,5.0,4.5,7.7,5.2,95,90,1,7,2,7,68,77,47,62,43,66,62,1,80,70,Placement,DevOps Engineer,62.1,Average,71.1,80.9,Tech
B.Tech,ECE,1,8.2,77,4.2,4.2,6.4,5.8,90,90,3,7,6,7,78,37,83,81,81,54,74,1,100,100,Startup,Software Engineer,58.2,Average,92.9,74.7,Tech
BBA,Marketing,1,8.37,89,6.2,3.5,6.2,5.1,87,100,0,5,5,5,57,24,63,70,80,43,64,0,72,93,Placement,Business Analyst,82.7,Good,70.0,63.8,Management
BBA,HR,4,8.2,71,4.7,2.1,6.7,7.3,89,93,0,5,3,4,64,70,87,69,42,58,61,2,80,66,Placement,UI/UX Designer,72.0,Average,75.7,60.8,Management
B.Tech,IT,1,7.75,65,5.2,2.7,6.9,5.9,89,89,0,4,1,1,72,57,85,76,39,69,66,1,52,48,Placement,QA Engineer,72.4,Average,50.9,40.2,Tech
